id,status,category,flag,priority
949013,Pending,6,1,1
949014,Pending,6,0,1
949015,Inactive,5,0,5
949016,Pending,4,0,5
949017,Active,5,0,1
949018,Pending,9,1,1
949019,Inactive,3,0,5
949020,Active,8,0,1
949021,Inactive,9,1,4
949022,Active,3,0,4
949023,Inactive,4,1,5
949024,Active,5,0,4
949025,Active,3,1,5
949026,Pending,9,1,4
949027,Inactive,4,0,4
949028,Active,8,0,3
949029,Active,2,0,2
949030,Active,4,0,3
949031,Active,9,0,2
949032,Pending,4,0,1
949033,Active,8,0,2
949034,Active,7,0,2
949035,Active,6,1,5
949036,Inactive,3,1,2
949037,Inactive,3,1,4
949038,Active,4,0,4
949039,Inactive,5,0,2
949040,Inactive,8,1,1
949041,Active,0,0,3
949042,Active,0,0,5
949043,Active,9,0,2
949044,Active,4,1,2
949045,Pending,4,1,2
949046,Active,8,0,4
949047,Active,0,0,3
949048,Active,0,0,4
949049,Active,1,0,5
949050,Inactive,0,1,5
949051,Active,2,1,3
949052,Active,6,1,3
949053,Inactive,8,0,4
949054,Active,6,1,1
949055,Active,5,0,3
949056,Active,2,1,5
949057,Active,8,0,2
949058,Inactive,6,1,1
949059,Pending,5,0,3
949060,Active,2,1,3
949061,Active,5,1,2
949062,Inactive,1,1,2
949063,Pending,6,1,2
949064,Inactive,1,0,2
949065,Active,4,1,4
949066,Inactive,5,0,4
949067,Pending,2,0,5
949068,Pending,5,1,4
949069,Active,7,1,3
949070,Inactive,3,1,5
949071,Active,0,1,1
949072,Pending,9,1,1
949073,Active,4,1,3
949074,Inactive,0,0,4
949075,Inactive,1,1,5
949076,Inactive,5,0,3
949077,Pending,3,1,3
949078,Active,4,0,3
949079,Pending,3,0,3
949080,Pending,2,1,3
949081,Inactive,5,0,3
949082,Pending,1,1,2
949083,Active,2,0,3
949084,Inactive,7,0,1
949085,Inactive,6,0,2
949086,Inactive,7,0,3
949087,Inactive,2,1,1
949088,Active,4,0,1
949089,Active,7,0,5
949090,Active,3,0,4
949091,Pending,3,0,4
949092,Active,9,1,4
949093,Active,0,0,2
949094,Active,8,0,2
949095,Pending,3,0,1
949096,Active,4,1,4
949097,Inactive,9,0,2
949098,Pending,1,0,2
949099,Inactive,6,1,1
949100,Active,7,1,1
949101,Pending,5,1,5
949102,Active,6,0,3
949103,Pending,8,0,1
949104,Active,3,0,1
949105,Pending,3,0,2
949106,Active,1,0,2
949107,Inactive,5,1,4
949108,Inactive,9,0,2
949109,Inactive,8,1,1
949110,Active,4,0,2
949111,Active,7,0,4
949112,Inactive,8,0,1
949113,Inactive,1,0,4
949114,Active,3,1,3
949115,Inactive,2,1,2
949116,Inactive,3,0,4
949117,Active,4,0,5
949118,Inactive,4,0,3
949119,Inactive,7,0,5
949120,Inactive,9,1,3
949121,Active,1,1,5
949122,Inactive,7,1,3
949123,Inactive,1,1,3
949124,Pending,5,1,5
949125,Active,2,0,3
949126,Pending,7,1,5
949127,Inactive,6,1,2
949128,Pending,1,1,3
949129,Active,2,1,1
949130,Active,6,0,4
949131,Active,3,0,5
949132,Inactive,4,0,4
949133,Pending,3,0,2
949134,Active,1,0,3
949135,Active,1,0,5
949136,Inactive,1,0,1
949137,Active,2,0,4
949138,Inactive,1,0,1
949139,Pending,1,1,3
949140,Inactive,1,1,4
949141,Pending,1,1,3
949142,Active,7,1,4
949143,Pending,9,0,3
949144,Active,3,1,1
949145,Inactive,3,1,3
949146,Active,2,1,4
949147,Inactive,0,1,3
949148,Active,3,0,1
949149,Active,6,1,4
949150,Pending,2,0,1
949151,Pending,6,1,1
949152,Inactive,6,1,3
949153,Pending,9,0,5
949154,Active,0,0,1
949155,Active,0,1,1
949156,Active,8,0,2
949157,Active,5,0,2
949158,Pending,5,0,1
949159,Active,9,1,1
949160,Active,5,0,5
949161,Inactive,7,0,4
949162,Active,0,1,1
949163,Active,1,0,2
949164,Active,3,0,4
949165,Inactive,5,0,4
949166,Pending,2,0,2
949167,Active,0,0,1
949168,Pending,6,1,1
949169,Pending,5,0,4
949170,Active,1,0,5
949171,Pending,9,0,1
949172,Pending,1,1,1
949173,Active,9,0,5
949174,Active,6,0,2
949175,Active,8,0,5
949176,Inactive,7,1,2
949177,Active,0,1,1
949178,Active,4,1,4
949179,Inactive,7,0,3
949180,Active,5,0,4
949181,Inactive,5,0,3
949182,Pending,7,0,1
949183,Inactive,8,1,5
949184,Active,9,1,4
949185,Active,5,1,2
949186,Active,2,1,1
949187,Pending,3,0,4
949188,Inactive,4,1,4
949189,Pending,0,0,4
949190,Active,6,1,3
949191,Pending,8,1,5
949192,Pending,9,1,4
949193,Inactive,7,1,2
949194,Active,2,0,5
949195,Active,1,1,4
949196,Inactive,3,0,5
949197,Active,7,0,3
949198,Active,1,0,2
949199,Active,6,0,2
949200,Inactive,1,0,2
949201,Pending,0,1,3
949202,Pending,7,0,4
949203,Active,2,0,5
949204,Inactive,1,1,4
949205,Pending,3,1,5
949206,Pending,3,1,1
949207,Active,6,0,1
949208,Active,2,0,2
949209,Active,1,0,1
949210,Active,5,1,3
949211,Active,8,1,3
949212,Active,1,1,2
949213,Inactive,8,0,1
949214,Pending,2,0,5
949215,Pending,6,1,5
949216,Active,1,1,1
949217,Active,2,1,2
949218,Active,5,1,2
949219,Pending,8,1,1
949220,Pending,1,0,1
949221,Active,5,1,5
949222,Inactive,2,0,2
949223,Active,6,0,3
949224,Pending,2,0,2
949225,Active,5,0,2
949226,Inactive,4,0,1
949227,Inactive,8,1,3
949228,Inactive,3,1,2
949229,Inactive,8,1,1
949230,Active,4,0,2
949231,Active,8,1,2
949232,Inactive,9,0,1
949233,Active,7,0,4
949234,Pending,6,1,4
949235,Pending,2,0,3
949236,Inactive,8,1,3
949237,Active,7,0,4
949238,Pending,2,1,2
949239,Active,8,0,4
949240,Pending,4,0,3
949241,Active,8,1,1
949242,Active,7,0,1
949243,Active,8,1,3
949244,Inactive,6,1,2
949245,Active,4,0,3
949246,Active,1,1,3
949247,Pending,8,0,4
949248,Inactive,6,1,1
949249,Active,9,1,3
949250,Active,7,0,2
949251,Active,3,1,2
949252,Inactive,9,0,3
949253,Active,8,0,5
949254,Active,6,1,4
949255,Active,5,0,4
949256,Inactive,1,0,4
949257,Active,0,1,2
949258,Pending,1,1,2
949259,Active,3,1,4
949260,Inactive,8,0,5
949261,Active,7,0,5
949262,Active,0,0,3
949263,Pending,4,0,3
949264,Active,1,1,4
949265,Active,1,1,5
949266,Inactive,7,0,1
949267,Inactive,3,1,3
949268,Active,0,0,4
949269,Inactive,9,1,3
949270,Active,7,0,4
949271,Active,8,1,2
949272,Active,8,0,2
949273,Inactive,5,0,3
949274,Pending,7,1,4
949275,Active,0,0,2
949276,Inactive,2,0,3
949277,Active,7,0,5
949278,Pending,0,1,5
949279,Active,8,1,2
949280,Active,3,1,1
949281,Active,3,1,4
949282,Inactive,7,1,2
949283,Active,0,1,5
949284,Active,5,0,5
949285,Pending,1,1,3
949286,Active,5,1,2
949287,Inactive,8,1,5
949288,Active,9,0,2
949289,Inactive,7,0,5
949290,Pending,0,0,5
949291,Active,0,1,5
949292,Active,4,0,3
949293,Pending,5,0,4
949294,Active,2,1,2
949295,Active,9,1,1
949296,Active,5,1,2
949297,Pending,4,1,5
949298,Active,1,1,1
949299,Inactive,1,0,5
949300,Active,3,0,1
949301,Inactive,5,1,3
949302,Inactive,6,0,4
949303,Active,2,1,3
949304,Pending,4,0,4
949305,Inactive,1,1,5
949306,Active,7,1,1
949307,Pending,8,1,4
949308,Pending,1,1,2
949309,Inactive,8,0,3
949310,Active,9,0,1
949311,Inactive,1,0,5
949312,Active,6,0,4
949313,Active,4,1,5
949314,Inactive,3,1,4
949315,Inactive,6,1,2
949316,Active,6,1,1
949317,Pending,4,0,3
949318,Active,8,1,1
949319,Active,7,0,3
949320,Inactive,8,0,2
949321,Active,3,1,4
949322,Inactive,4,0,3
949323,Pending,3,0,1
949324,Active,8,1,5
949325,Pending,3,0,1
949326,Active,4,1,5
949327,Active,2,1,1
949328,Active,0,0,3
949329,Active,1,0,2
949330,Inactive,9,0,2
949331,Pending,8,0,2
949332,Pending,9,1,4
949333,Active,3,1,2
949334,Active,2,0,1
949335,Active,7,0,3
949336,Active,8,0,1
949337,Active,3,0,4
949338,Active,8,0,4
949339,Pending,1,1,5
949340,Pending,6,1,3
949341,Inactive,1,1,4
949342,Active,4,1,4
949343,Inactive,9,0,3
949344,Pending,7,1,2
949345,Active,0,1,5
949346,Active,0,0,2
949347,Inactive,4,1,2
949348,Inactive,8,0,1
949349,Inactive,9,0,2
949350,Active,2,1,5
949351,Active,0,0,4
949352,Active,5,0,3
949353,Inactive,4,1,5
949354,Pending,2,0,3
949355,Active,8,0,4
949356,Inactive,2,1,1
949357,Pending,3,1,5
949358,Inactive,5,1,5
949359,Active,1,0,3
949360,Pending,2,0,1
949361,Inactive,5,1,4
949362,Inactive,9,0,5
949363,Active,4,0,2
949364,Inactive,4,1,3
949365,Active,5,0,4
949366,Inactive,9,1,2
949367,Pending,4,1,5
949368,Inactive,1,1,4
949369,Pending,6,0,5
949370,Inactive,3,1,3
949371,Active,9,0,2
949372,Inactive,3,0,3
949373,Inactive,4,1,3
949374,Active,5,0,3
949375,Active,0,1,5
949376,Inactive,2,0,3
949377,Active,2,0,1
949378,Active,6,0,4
949379,Pending,7,0,2
949380,Active,9,1,3
949381,Inactive,6,1,5
949382,Active,8,1,4
949383,Active,6,1,2
949384,Active,3,0,5
949385,Inactive,2,1,5
949386,Active,0,1,4
949387,Active,2,1,4
949388,Pending,8,0,4
949389,Active,8,0,4
949390,Inactive,8,1,5
949391,Pending,5,0,3
949392,Active,8,1,4
949393,Inactive,0,0,1
949394,Pending,1,0,2
949395,Active,0,1,1
949396,Active,0,1,2
949397,Active,2,0,5
949398,Active,0,0,3
949399,Inactive,5,1,3
949400,Pending,1,0,4
949401,Active,5,0,4
949402,Active,9,0,4
949403,Inactive,6,1,4
949404,Active,7,1,5
949405,Active,4,1,2
949406,Inactive,9,0,1
949407,Pending,4,0,5
949408,Active,5,1,2
949409,Active,4,0,2
949410,Active,1,1,5
949411,Inactive,2,1,5
949412,Pending,1,1,5
949413,Active,0,0,2
949414,Active,0,0,2
949415,Inactive,2,0,3
949416,Active,8,0,5
949417,Active,0,1,1
949418,Active,3,1,4
949419,Pending,7,1,4
949420,Active,7,0,3
949421,Pending,4,0,2
949422,Active,8,0,1
949423,Active,3,0,1
949424,Pending,8,1,4
949425,Pending,0,1,1
949426,Active,7,1,1
949427,Inactive,2,1,2
949428,Active,0,1,4
949429,Active,7,1,2
949430,Active,1,0,4
949431,Inactive,0,1,2
949432,Inactive,4,1,2
949433,Active,7,1,2
949434,Active,1,0,2
949435,Inactive,9,1,2
949436,Inactive,5,0,5
949437,Inactive,4,1,5
949438,Inactive,8,1,5
949439,Active,8,1,1
949440,Pending,0,1,4
949441,Active,9,1,2
949442,Active,5,1,3
949443,Inactive,6,1,4
949444,Active,1,1,2
949445,Active,1,0,3
949446,Pending,3,1,4
949447,Active,6,0,4
949448,Pending,9,1,5
949449,Active,5,1,5
949450,Pending,7,1,5
949451,Pending,9,1,4
949452,Pending,4,1,4
949453,Inactive,6,1,1
949454,Active,9,0,2
949455,Active,6,0,1
949456,Active,8,0,2
949457,Pending,9,0,2
949458,Pending,9,0,2
949459,Active,3,0,5
949460,Active,3,1,5
949461,Inactive,5,1,1
949462,Active,3,0,2
949463,Active,8,0,5
949464,Active,3,1,1
949465,Active,3,1,4
949466,Active,7,1,5
949467,Active,3,0,2
949468,Active,7,1,3
949469,Inactive,8,0,5
949470,Active,1,0,1
949471,Inactive,7,1,3
949472,Active,7,0,2
949473,Active,3,0,3
949474,Active,5,1,4
949475,Inactive,6,1,3
949476,Pending,1,1,1
949477,Active,7,1,5
949478,Active,0,1,4
949479,Active,4,0,5
949480,Pending,1,1,3
949481,Inactive,4,1,3
949482,Active,3,0,2
949483,Inactive,7,1,1
949484,Inactive,3,0,4
949485,Inactive,9,1,5
949486,Inactive,5,1,1
949487,Inactive,6,1,1
949488,Active,2,1,5
949489,Active,2,1,1
949490,Active,8,0,2
949491,Inactive,5,1,1
949492,Active,2,1,2
949493,Pending,4,1,3
949494,Active,2,0,1
949495,Active,7,1,1
949496,Active,6,1,5
949497,Active,6,0,2
949498,Pending,3,0,2
949499,Inactive,6,1,3
949500,Active,1,1,3
949501,Active,0,1,3
949502,Inactive,7,0,2
949503,Pending,5,1,2
949504,Active,6,0,5
949505,Active,9,1,2
949506,Active,3,0,1
949507,Inactive,9,1,1
949508,Active,9,0,4
949509,Pending,5,1,1
949510,Active,5,0,4
949511,Pending,1,1,4
949512,Pending,9,1,2
949513,Active,0,1,5
949514,Inactive,9,1,1
949515,Active,8,0,5
949516,Active,2,0,4
949517,Inactive,9,0,5
949518,Active,7,0,2
949519,Active,7,0,4
949520,Pending,0,0,1
949521,Pending,7,1,2
949522,Active,9,1,2
949523,Active,8,0,2
949524,Active,6,1,4
949525,Pending,0,0,3
949526,Pending,6,0,2
949527,Active,5,1,2
949528,Inactive,1,0,5
949529,Active,8,1,5
949530,Inactive,2,1,1
949531,Inactive,6,1,2
949532,Pending,5,1,2
949533,Inactive,8,0,5
949534,Active,7,1,2
949535,Inactive,4,1,2
949536,Inactive,7,1,4
949537,Active,9,1,3
949538,Pending,3,1,3
949539,Active,4,1,1
949540,Active,1,0,1
949541,Inactive,5,1,5
949542,Inactive,7,1,4
949543,Pending,0,1,4
949544,Active,2,1,3
949545,Active,0,0,1
949546,Active,1,0,3
949547,Active,0,0,4
949548,Active,4,0,1
949549,Active,4,0,4
949550,Pending,0,0,4
949551,Inactive,9,1,1
949552,Active,4,1,5
949553,Inactive,2,1,4
949554,Pending,3,0,2
949555,Active,4,0,5
949556,Inactive,5,1,5
949557,Inactive,6,1,1
949558,Pending,5,0,3
949559,Inactive,8,1,5
949560,Active,4,0,3
949561,Pending,8,1,4
949562,Inactive,0,1,5
949563,Inactive,0,1,4
949564,Pending,5,0,2
949565,Active,4,1,5
949566,Pending,5,0,3
949567,Active,3,1,2
949568,Active,9,0,5
949569,Inactive,0,0,1
949570,Inactive,8,1,5
949571,Pending,7,1,1
949572,Active,8,1,5
949573,Pending,4,1,1
949574,Pending,9,1,1
949575,Active,3,0,5
949576,Pending,2,0,3
949577,Active,8,1,1
949578,Active,9,1,2
949579,Active,6,1,2
949580,Pending,9,1,3
949581,Pending,7,1,1
949582,Active,7,1,2
949583,Pending,9,0,5
949584,Active,5,1,2
949585,Active,5,1,3
949586,Active,3,1,3
949587,Inactive,5,1,2
949588,Pending,7,1,1
949589,Inactive,4,1,3
949590,Inactive,0,0,1
949591,Active,9,1,1
949592,Inactive,6,0,5
949593,Active,3,1,2
949594,Active,0,0,4
949595,Active,2,0,1
949596,Active,7,0,5
949597,Active,8,1,4
949598,Active,7,1,5
949599,Active,0,0,3
949600,Inactive,5,0,2
949601,Inactive,6,0,1
949602,Active,4,0,3
949603,Active,6,1,5
949604,Pending,3,1,1
949605,Pending,4,0,3
949606,Inactive,3,0,1
949607,Active,7,0,4
949608,Inactive,6,1,2
949609,Inactive,6,1,5
949610,Active,8,0,1
949611,Active,2,0,5
949612,Inactive,5,0,1
949613,Pending,1,0,1
949614,Inactive,2,0,5
949615,Pending,3,0,5
949616,Inactive,9,1,4
949617,Active,4,1,5
949618,Inactive,6,1,2
949619,Active,9,0,5
949620,Active,7,0,5
949621,Inactive,6,0,4
949622,Inactive,3,0,3
949623,Inactive,3,0,2
949624,Pending,8,0,5
949625,Pending,2,1,3
949626,Pending,9,1,3
949627,Pending,3,1,4
949628,Active,8,1,3
949629,Active,8,0,5
949630,Pending,7,0,2
949631,Pending,2,1,4
949632,Inactive,3,1,4
949633,Active,8,0,2
949634,Pending,6,1,2
949635,Active,9,1,2
949636,Inactive,3,0,3
949637,Inactive,5,0,3
949638,Active,6,1,3
949639,Inactive,2,0,5
949640,Active,8,1,2
949641,Pending,0,0,2
949642,Active,3,1,4
949643,Inactive,2,1,4
949644,Inactive,4,1,5
949645,Inactive,0,0,4
949646,Inactive,5,1,2
949647,Pending,3,0,4
949648,Pending,7,0,2
949649,Active,4,0,5
949650,Pending,0,1,3
949651,Pending,7,1,3
949652,Inactive,2,1,1
949653,Inactive,4,1,2
949654,Active,0,0,2
949655,Inactive,1,0,4
949656,Pending,4,0,4
949657,Active,4,1,1
949658,Inactive,9,1,5
949659,Active,4,0,3
949660,Pending,0,1,4
949661,Pending,5,1,2
949662,Pending,8,1,1
949663,Active,3,0,3
949664,Active,7,1,2
949665,Active,0,0,5
949666,Inactive,8,1,2
949667,Active,8,0,4
949668,Active,2,1,5
949669,Inactive,8,0,1
949670,Pending,2,0,3
949671,Pending,9,1,4
949672,Inactive,6,0,5
949673,Inactive,1,1,1
949674,Inactive,3,0,1
949675,Pending,5,1,3
949676,Inactive,0,1,5
949677,Active,0,1,5
949678,Inactive,3,0,3
949679,Active,1,0,1
949680,Active,5,0,4
949681,Inactive,2,0,4
949682,Pending,9,1,4
949683,Active,1,0,2
949684,Active,8,1,1
949685,Inactive,5,0,3
949686,Active,4,1,2
949687,Active,3,1,3
949688,Active,0,0,2
949689,Active,1,0,4
949690,Inactive,3,0,3
949691,Pending,1,1,5
949692,Pending,5,0,5
949693,Active,8,1,1
949694,Active,8,0,1
949695,Inactive,9,0,5
949696,Active,0,0,4
949697,Inactive,0,1,2
949698,Inactive,5,1,2
949699,Active,5,0,3
949700,Active,9,1,5
949701,Inactive,9,0,2
949702,Active,1,0,4
949703,Pending,5,1,1
949704,Active,6,1,3
949705,Active,4,1,5
949706,Inactive,9,0,5
949707,Active,2,1,2
949708,Pending,2,1,4
949709,Inactive,4,1,1
949710,Active,0,1,1
949711,Active,7,1,2
949712,Pending,2,1,2
949713,Active,5,1,5
949714,Active,8,1,4
949715,Inactive,3,0,4
949716,Pending,1,1,4
949717,Inactive,5,0,1
949718,Active,0,0,4
949719,Pending,2,0,1
949720,Active,8,0,2
949721,Active,2,0,5
949722,Pending,5,0,1
949723,Active,7,1,3
949724,Active,0,0,4
949725,Pending,9,0,2
949726,Pending,5,0,5
949727,Pending,1,1,5
949728,Inactive,0,1,2
949729,Pending,4,1,2
949730,Active,2,0,5
949731,Inactive,1,0,5
949732,Pending,7,0,2
949733,Active,2,0,3
949734,Inactive,2,1,5
949735,Pending,3,0,3
949736,Active,9,0,3
949737,Pending,3,1,2
949738,Inactive,0,0,1
949739,Active,2,1,3
949740,Inactive,0,1,2
949741,Inactive,1,0,5
949742,Pending,8,0,3
949743,Active,1,0,4
949744,Pending,6,0,5
949745,Inactive,8,0,2
949746,Pending,4,0,5
949747,Inactive,6,0,5
949748,Pending,5,1,3
949749,Inactive,1,0,2
949750,Pending,8,1,2
949751,Pending,2,0,4
949752,Inactive,8,0,4
949753,Active,3,0,2
949754,Inactive,2,0,3
949755,Inactive,5,1,2
949756,Inactive,9,0,1
949757,Inactive,3,1,5
949758,Active,3,0,3
949759,Active,7,0,2
949760,Inactive,6,0,3
949761,Active,9,0,3
949762,Active,0,1,3
949763,Inactive,3,0,2
949764,Inactive,5,1,3
949765,Pending,8,1,2
949766,Pending,6,0,3
949767,Inactive,6,1,2
949768,Inactive,6,0,2
949769,Pending,7,0,4
949770,Pending,1,0,2
949771,Pending,0,0,3
949772,Inactive,4,1,3
949773,Inactive,9,0,3
949774,Active,4,0,2
949775,Active,3,1,2
949776,Active,9,1,5
949777,Inactive,1,0,1
949778,Active,5,1,3
949779,Active,5,0,2
949780,Active,2,1,3
949781,Active,0,0,4
949782,Active,1,0,3
949783,Inactive,3,0,2
949784,Active,2,1,1
949785,Active,1,1,2
949786,Active,9,0,3
949787,Active,6,0,1
949788,Inactive,7,0,4
949789,Active,0,1,3
949790,Inactive,9,1,5
949791,Inactive,6,0,3
949792,Active,2,0,3
949793,Active,3,1,4
949794,Pending,5,0,3
949795,Inactive,1,1,5
949796,Active,7,0,5
949797,Active,2,0,4
949798,Inactive,0,0,4
949799,Inactive,7,0,1
949800,Pending,3,0,4
949801,Active,6,0,4
949802,Active,8,1,1
949803,Inactive,2,1,3
949804,Active,2,0,2
949805,Pending,4,1,1
949806,Active,5,1,3
949807,Pending,2,0,5
949808,Inactive,0,1,5
949809,Active,7,0,2
949810,Active,9,0,5
949811,Active,0,0,1
949812,Pending,6,1,1
949813,Inactive,3,1,2
949814,Inactive,7,0,5
949815,Pending,1,1,5
949816,Inactive,4,0,4
949817,Active,8,0,5
949818,Active,8,1,5
949819,Active,7,0,5
949820,Pending,0,0,5
949821,Active,7,0,4
949822,Inactive,6,0,3
949823,Active,8,1,5
949824,Active,2,1,2
949825,Active,9,1,4
949826,Active,9,1,4
949827,Pending,3,1,5
949828,Active,7,1,1
949829,Inactive,5,1,1
949830,Inactive,5,0,1
949831,Active,2,0,2
949832,Active,4,1,1
949833,Inactive,6,0,5
949834,Active,5,0,4
949835,Active,9,1,5
949836,Active,1,0,3
949837,Pending,4,1,5
949838,Active,6,0,5
949839,Inactive,2,0,5
949840,Active,5,0,2
949841,Pending,7,1,4
949842,Active,5,1,3
949843,Inactive,8,1,3
949844,Active,9,0,4
949845,Active,2,1,5
949846,Inactive,0,0,3
949847,Active,2,1,5
949848,Pending,8,0,3
949849,Inactive,5,0,3
949850,Active,6,1,2
949851,Pending,0,0,2
949852,Inactive,6,1,3
949853,Inactive,6,0,2
949854,Active,2,0,1
949855,Active,8,0,4
949856,Pending,1,1,2
949857,Pending,5,0,2
949858,Inactive,2,0,2
949859,Active,5,1,4
949860,Pending,9,1,3
949861,Inactive,5,0,1
949862,Inactive,6,0,3
949863,Pending,9,1,1
949864,Inactive,3,1,3
949865,Inactive,8,1,1
949866,Active,7,0,1
949867,Active,3,1,3
949868,Inactive,8,1,3
949869,Active,3,0,3
949870,Active,6,0,3
949871,Active,2,1,3
949872,Active,7,0,3
949873,Active,1,0,1
949874,Active,1,0,1
949875,Pending,1,0,3
949876,Inactive,8,1,5
949877,Active,8,1,3
949878,Inactive,3,1,2
949879,Inactive,4,1,3
949880,Inactive,0,1,3
949881,Active,7,1,1
949882,Pending,1,0,2
949883,Active,5,0,5
949884,Active,5,1,5
949885,Active,1,0,3
949886,Active,1,0,1
949887,Active,9,0,1
949888,Active,9,1,5
949889,Inactive,5,1,1
949890,Active,5,1,5
949891,Inactive,1,0,2
949892,Inactive,9,0,3
949893,Inactive,1,0,5
949894,Inactive,9,0,2
949895,Active,0,0,4
949896,Pending,8,0,3
949897,Pending,8,1,5
949898,Active,4,0,3
949899,Pending,9,0,5
949900,Active,2,1,3
949901,Active,2,1,2
949902,Pending,6,0,5
949903,Active,2,1,5
949904,Active,8,0,4
949905,Inactive,7,0,5
949906,Inactive,5,1,4
949907,Active,9,1,2
949908,Active,3,0,4
949909,Pending,3,1,1
949910,Active,3,1,5
949911,Inactive,7,1,3
949912,Active,4,0,4
949913,Active,4,1,1
949914,Active,9,0,1
949915,Inactive,7,1,5
949916,Active,1,0,5
949917,Inactive,4,1,3
949918,Active,7,1,5
949919,Active,4,1,3
949920,Inactive,6,1,2
949921,Inactive,2,0,3
949922,Active,9,0,4
949923,Active,7,0,5
949924,Inactive,6,1,1
949925,Inactive,6,1,1
949926,Active,7,0,2
949927,Active,1,0,5
949928,Pending,6,1,1
949929,Active,4,0,1
949930,Inactive,9,1,5
949931,Inactive,0,1,5
949932,Active,7,1,4
949933,Pending,3,0,5
949934,Active,3,1,1
949935,Active,5,0,5
949936,Active,8,1,3
949937,Active,0,1,2
949938,Inactive,5,0,3
949939,Active,7,0,4
949940,Inactive,4,0,5
949941,Pending,9,1,4
949942,Pending,6,0,4
949943,Active,8,0,2
949944,Active,3,0,3
949945,Inactive,5,0,5
949946,Active,8,0,2
949947,Pending,3,0,3
949948,Inactive,5,1,3
949949,Active,6,0,2
949950,Pending,6,1,1
949951,Pending,6,1,3
949952,Active,6,0,3
949953,Pending,0,0,3
949954,Active,8,0,1
949955,Pending,8,0,3
949956,Pending,7,1,2
949957,Pending,5,0,4
949958,Pending,5,0,2
949959,Active,4,0,2
949960,Pending,2,1,2
949961,Pending,2,0,2
949962,Active,7,0,4
949963,Inactive,2,0,2
949964,Inactive,3,1,3
949965,Inactive,5,1,4
949966,Inactive,6,1,5
949967,Pending,0,1,3
949968,Active,1,0,5
949969,Pending,0,1,4
949970,Active,8,1,2
949971,Inactive,2,1,3
949972,Inactive,5,0,5
949973,Active,9,0,4
949974,Inactive,3,0,1
949975,Pending,3,1,4
949976,Active,6,0,1
949977,Inactive,2,1,2
949978,Active,8,1,5
949979,Pending,0,0,1
949980,Active,3,1,2
949981,Active,8,0,4
949982,Inactive,8,0,2
949983,Active,5,0,2
949984,Active,5,1,5
949985,Active,6,1,3
949986,Active,7,0,5
949987,Inactive,7,0,2
949988,Inactive,8,0,1
949989,Active,1,0,4
949990,Active,9,1,5
949991,Pending,3,1,2
949992,Active,7,0,1
949993,Active,4,1,5
949994,Inactive,8,0,1
949995,Active,0,0,1
949996,Pending,8,0,1
949997,Active,0,0,3
949998,Inactive,8,0,1
949999,Pending,9,1,3
950000,Active,2,0,5
950001,Inactive,6,0,4
950002,Active,4,0,1
950003,Inactive,1,0,3
950004,Pending,4,0,1
950005,Active,5,0,3
950006,Active,9,1,3
950007,Inactive,2,1,3
950008,Pending,6,0,3
950009,Inactive,0,1,2
950010,Inactive,0,0,1
950011,Active,4,0,3
950012,Active,9,0,1
950013,Active,2,1,4
950014,Active,7,0,2
950015,Active,1,0,4
950016,Pending,2,1,3
950017,Active,9,0,5
950018,Inactive,3,1,2
950019,Active,6,1,2
950020,Active,5,0,4
950021,Pending,5,0,5
950022,Active,9,1,3
950023,Active,3,0,1
950024,Active,4,0,3
950025,Pending,8,0,2
950026,Pending,6,1,4
950027,Pending,6,1,1
950028,Active,8,1,5
950029,Inactive,8,1,2
950030,Active,0,0,1
950031,Pending,8,0,5
950032,Active,7,1,1
950033,Inactive,5,1,4
950034,Pending,8,1,2
950035,Inactive,7,1,3
950036,Active,7,0,3
950037,Active,2,0,3
950038,Active,9,0,4
950039,Active,7,0,4
950040,Active,4,1,5
950041,Active,2,1,2
950042,Active,0,0,2
950043,Active,6,1,2
950044,Active,8,0,4
950045,Active,1,1,3
950046,Pending,0,0,1
950047,Pending,0,1,3
950048,Active,4,1,5
950049,Pending,5,1,1
950050,Inactive,4,0,4
950051,Active,8,0,3
950052,Active,2,0,1
950053,Pending,2,0,2
950054,Active,8,1,5
950055,Inactive,8,0,3
950056,Active,2,0,3
950057,Active,9,1,5
950058,Active,8,1,5
950059,Active,2,0,3
950060,Active,8,0,5
950061,Active,3,1,3
950062,Active,4,1,3
950063,Inactive,5,0,1
950064,Active,8,0,3
950065,Pending,6,0,4
950066,Inactive,4,0,1
950067,Active,4,1,1
950068,Inactive,1,0,2
950069,Inactive,7,1,4
950070,Inactive,1,0,2
950071,Inactive,1,0,3
950072,Inactive,2,1,5
950073,Active,6,0,5
950074,Active,3,0,3
950075,Active,3,0,4
950076,Active,6,0,4
950077,Inactive,1,1,4
950078,Active,7,1,1
950079,Pending,4,0,4
950080,Pending,6,1,5
950081,Pending,9,1,3
950082,Inactive,3,1,2
950083,Active,3,1,4
950084,Inactive,1,0,2
950085,Inactive,4,0,1
950086,Active,6,1,2
950087,Inactive,1,0,1
950088,Active,8,1,2
950089,Inactive,1,0,1
950090,Active,6,0,4
950091,Inactive,5,0,3
950092,Active,4,0,4
950093,Active,5,0,1
950094,Active,6,1,3
950095,Active,0,0,1
950096,Active,0,0,1
950097,Active,1,0,3
950098,Active,9,0,3
950099,Pending,7,1,3
950100,Pending,8,0,4
950101,Active,4,0,5
950102,Pending,4,0,1
950103,Inactive,8,0,2
950104,Inactive,9,1,3
